naics22,itemDescription,sector,subsector,industry,naicsIndustry,nationalIndustry
237130,"Cable laying (e.g., fiber optic, electricity, marine, telephone, cable television), including underground",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Cellular phone tower construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Co-generation plant construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Communication antenna construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Communication tower construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,"Construction management, power and communication transmission line",Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Electric light and power plant (except hydroelectric) construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Electric power transmission line and tower construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Electricity generating plant (except hydroelectric) construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Fiber optic cable transmission line construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Microwave relay tower construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Nuclear power plant construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
237130,Pole line construction,Construction (T),Heavy and Civil Engineering Construction (T),Utility System Construction (T),Power and Communication Line and Related Structures Construction (T),Power and Communication Line and Related Structures Construction
